"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_1256219"	1343.4954625	1252.08729375	1379.22678125	1403.58475	1368.5311375	1525.7393125	1352.4790375	1419.449425	1496.196	1430.524725	1313.20301875	1332.5339375	1469.4748125	1481.083375	1337.31078125	1469.4748125
"ILMN_2980532"	183.78215	155.97575625	173.10009375	166.886325	150.40661875	127.36031875	159.09168125	203.48208125	195.375025	155.449375	158.6427125	142.092025	126.8723375	182.1137	159.33245625	219.19603125
"ILMN_2677231"	144.95715	154.49708125	126.32869375	121.5153475	129.0632875	160.59493125	163.5052	192.93326875	174.5963125	115.399041875	156.73866875	195.033675	153.0431375	167.21568125	179.26236875	207.258375
"ILMN_2795178"	248.757825	263.28693125	233.11426875	211.95725625	247.100975	205.56551875	268.980575	179.47543125	197.32255625	239.02059375	223.14201875	241.65163125	264.8439	230.4782	207.78935625	211.95725625
"ILMN_1236136"	16475.15	16475.15	17382.534375	17159.43125	12905.463875	14282.6475	16238.831875	16930.825625	15695.20125	13227.98075	15483.284375	13512.149875	15695.20125	16475.15	15695.20125	14914.08875
"ILMN_3045217"	126.70144375	119.9036625	130.32516875	166.19759375	113.61221375	124.6508	137.75416875	176.4733875	141.56990625	130.32516875	142.39375625	139.36968125	133.6826375	153.6985625	153.0431375	117.247920625
"ILMN_1216689"	13512.149875	14623.14125	14282.6475	12144.330125	14623.14125	15695.20125	12905.463875	12257.3841875	11898.749	16238.831875	11417.7955	16238.831875	15088.74625	10999.021375	12905.463875	15979.311875
"ILMN_2619110"	183.3081	186.595025	196.77058125	167.85546875	186.8077875	197.5331875	194.286975	174.42900625	163.3473875	202.6189	164.5973875	226.49891875	180.82688125	167.85546875	139.70715625	184.80265625
"ILMN_1226540"	1329.955575	1689.5823125	1389.81748125	1304.7353875	1133.97130625	1226.477875	1793.8011875	1382.8636875	1262.1648125	1085.07718125	1375.80570625	1392.60309375	1143.99753125	1434.38813125	1204.351475	1352.4790375
"ILMN_2722623"	3000.8996875	2604.7236875	3065.2653125	2561.6939375	3592.203	2986.8235625	2860.027625	2512.950625	2676.2823125	3172.23925	2520.55575	2848.6610625	3092.9448125	2588.7381875	2512.950625	2713.2745625
"ILMN_2719473"	117.191145	132.74248125	117.539965	124.03685	147.73970625	122.348973125	145.706775	116.374275625	103.58713375	110.9609225	138.5331125	114.792836875	148.9550375	114.386405	100.44169875	124.880725
"ILMN_2987984"	2041.892875	2063.8109375	1841.314625	2257.0226875	2131.9665625	1735.9781875	2257.0226875	2030.9143125	2326.696375	1942.72875	2499.3095	1784.588125	1918.411125	2403.4069375	2411.17325	1810.9780625
"ILMN_1245842"	592.8165125	603.9055375	751.81828125	683.9234875	803.51015	558.59181875	575.0241625	550.7885875	666.1641375	666.1641375	589.28789375	572.6268875	563.91896875	634.87020625	606.53379375	638.77823125
"ILMN_2907322"	755.15470625	753.858275	864.4476375	719.6996875	932.919425	707.848425	764.1936375	702.4893	730.87966875	800.7296625	829.7211125	776.9565625	787.07995	695.15014375	693.2504375	902.49790625
"ILMN_2818396"	1592.4756875	1573.1156875	1692.5105625	1676.0915	1634.0565	1630.0099375	1489.91625	1617.58825	1728.480625	1579.0143125	1696.2176875	1600.6579375	1660.1533125	1585.092625	1711.8413125	1554.869
"ILMN_2588254"	1538.1780625	1473.8015	1304.7353875	1389.81748125	1544.861375	1375.80570625	1567.444875	1273.3701875	1430.524725	1573.1156875	1521.7818125	1423.1983	1759.7298125	1489.91625	1564.0580625	1607.0955
"ILMN_3160659"	181.97333125	184.21155625	141.44175	136.47251875	140.65983125	183.78215	195.033675	155.97575625	181.216275	184.0199125	184.40591875	183.3081	220.58029375	160.15115	154.58224375	189.2341875
"ILMN_2500276"	23838.02625	22928.6775	22100.3275	22928.6775	20013.7375	26152.801875	22928.6775	22928.6775	21341.051875	20391.763125	22928.6775	22928.6775	22928.6775	22100.3275	20013.7375	20812.185
"ILMN_2704347"	194.0791625	209.81234375	200.91649375	192.93326875	225.8833125	182.3587875	197.17526875	217.88810625	234.49990625	182.920375	194.57036875	215.7196125	197.17526875	235.60181875	228.7813125	208.47411875
"ILMN_3162332"	110.5503075	132.1243	124.880725	110.121068125	147.58731875	133.42530625	149.0888875	105.939154375	125.11959375	115.908639375	92.344044375	129.146175	106.8906678125	105.939154375	123.30153125	109.24782625
"ILMN_2903734"	185.17073125	177.55439375	167.405175	180.82688125	204.9496625	166.71191875	179.26236875	168.814675	169.4873875	176.4733875	163.9731375	185.46065	190.4407625	161.6557375	190.9382	182.920375
"ILMN_3161887"	182.920375	212.9268875	158.6427125	180.06810625	158.81268125	180.692225	213.226625	148.71078125	166.38884375	154.58224375	135.2162625	169.4873875	217.88810625	171.0682625	162.5495875	170.74503125
"ILMN_3029489"	1013.23218125	189.2341875	930.89540625	750.333125	1108.95990625	868.1907875	140.45598125	637.75715	454.54180625	847.89654375	195.8833125	1061.8818	790.625475	309.659125	624.4037625	706.49643125
"ILMN_2971946"	1630.0099375	1484.3771875	1845.3978125	2143.321	1558.5029375	1581.629375	1375.80570625	1892.5151875	1700.737	1638.9209375	1815.2065	1709.08325	1510.5605	1784.588125	1829.31775	1487.1578125
"ILMN_2855423"	1554.869	1538.1780625	1663.085625	1717.317	1372.5138375	1660.1533125	1530.4270625	1567.444875	1423.1983	1332.5339375	1663.085625	1754.4011875	1466.9484375	1622.261125	1466.9484375	1313.20301875
"ILMN_2888742"	1510.5605	1442.5149375	1788.93925	1779.6200625	1740.479875	1558.5029375	1447.23975	1754.4011875	1770.1755625	1854.1038125	1711.8413125	1564.0580625	1489.91625	1711.8413125	1806.7194375	1806.7194375
"ILMN_1236175"	152.85319375	155.449375	152.34818125	151.85443125	191.9310375	142.3031375	146.58164375	158.5095	142.39375625	145.0763375	168.36945625	163.69524375	148.5499875	160.97706875	155.1800125	133.42530625
"ILMN_2677408"	4851.5295	3899.053	4410.498	4682.4035	4697.39575	4311.7819375	4329.56275	4619.051375	4660.97675	5165.24225	4546.2218125	4594.5345	4464.102125	4410.498	4721.5948125	4697.39575
"ILMN_3104139"	246.05788125	332.0641125	356.99995	259.00415625	267.584125	270.78278125	271.43176875	242.04568125	279.14310625	279.14310625	256.63408125	294.61765625	260.8707625	264.0501	276.111325	349.28088125
"ILMN_2680076"	116.594093125	133.97449375	104.50205625	87.787555625	124.6508	130.7610625	108.0926325	95.579819375	114.9774775	98.0126225	121.5153475	132.74248125	178.2978625	152.08765625	116.744765	94.356870625
"ILMN_2976519"	377.50275	403.995675	445.57879375	416.4973625	345.73890625	352.84305	392.2837375	398.5803	414.57269375	343.45846875	360.3740125	491.70749375	378.659225	387.0865375	376.9212125	419.03473125
"ILMN_2963625"	95.02085625	111.567693125	142.47735	122.612728125	119.132248125	121.981016875	134.4722625	127.36031875	126.8723375	108.336505625	107.385490625	122.93980625	114.45317	102.669575	116.692050625	119.597619375
"ILMN_2588051"	559.35565	658.08196875	553.96165	341.49638125	788.97224375	567.6446625	750.333125	409.6721	438.8646875	627.1735625	495.99933125	532.9889125	591.866625	484.38000625	395.584925	802.1184625
"ILMN_1245335"	144.29364375	160.97706875	165.62465625	171.71246875	125.9476125	156.883075	144.08296875	164.38221875	194.7649125	143.36296875	186.3846	158.6427125	136.8528875	147.8378375	180.28326875	189.05531875
"ILMN_2860480"	1270.34245625	1214.04143125	985.636725	1226.477875	973.3330625	1157.82368125	1382.8636875	1120.19954375	1487.1578125	1006.665825	1425.6426	1156.78274375	1437.944275	1247.02886875	1476.3991875	1321.6078375
"ILMN_2484707"	159.33245625	186.8077875	186.3846	178.09030625	210.98958125	134.38233125	148.28664375	182.920375	186.595025	181.08073125	150.13300625	154.3483125	144.42060625	134.0968	184.40591875	193.1217125
"ILMN_2903698"	192.764575	194.7649125	200.41200625	181.08073125	145.706775	208.23328125	180.47830625	245.69191875	271.19184375	209.23476875	252.52429375	212.9268875	223.14201875	239.63683125	208.6596125	185.29563125
"ILMN_2776271"	200.20255	247.54545	202.6189	188.76459375	239.63683125	196.77058125	186.3846	175.63280625	124.2771375	186.3846	150.802625	195.5602375	153.8264	154.58224375	176.04131875	154.58224375
"ILMN_2599110"	2030.9143125	2272.3098125	2041.892875	2053.6634375	2073.6450625	2058.795625	2262.3998125	1942.72875	2053.6634375	2358.3340625	2201.8675	1990.8844375	2191.0966875	2277.6180625	1894.9728125	2312.2121875
"ILMN_1244061"	123.7369125	152.4992625	151.33383125	138.44350625	113.31031125	149.5526375	111.2814875	117.314070625	150.90301875	136.64310625	139.83394375	104.667348125	118.2246925	127.1348125	134.2635375	144.29364375
"ILMN_3161819"	134.38233125	149.5526375	142.39375625	133.785625	168.95135625	147.8378375	120.858409375	138.30355625	159.09168125	125.07099375	151.72783125	125.73503125	141.23803125	154.7416125	134.38233125	127.8113
"ILMN_2718204"	114.792836875	102.626670625	105.487455625	132.31094375	110.71656625	112.317995625	90.87189875	124.3419625	139.47990625	119.846920625	118.97047875	100.238755625	106.437320625	104.601045	122.694293125	118.895871875
"ILMN_2952049"	498.4272125	469.59958125	531.76878125	433.07701875	603.9055375	492.3706875	526.2657625	435.834525	429.134025	480.671125	423.5178625	512.9307	485.3296375	438.8646875	419.80293125	486.141225
"ILMN_2740222"	942.4358	949.86641875	1103.92349375	1085.07718125	802.1184625	907.23095625	924.31445	982.85376875	929.457175	909.752725	1004.91665625	1096.60789375	709.5317	1011.6080875	856.25975625	929.457175
"ILMN_2424605"	1551.9520625	1585.092625	1750.411125	1711.8413125	2005.5525	1689.5823125	1425.6426	1697.6658125	1610.2545	1786.2441875	1558.5029375	1660.1533125	1571.3953125	1450.733125	1607.0955	1766.2399375
"ILMN_2711570"	866.3765125	909.752725	719.6996875	624.4037625	757.94825	852.69630625	926.36906875	661.36984375	690.241925	858.82005	856.25975625	849.86175625	955.1203	875.2430875	710.5866875	778.06235
"ILMN_2683621"	2033.5118125	2037.7841875	1888.1185	1679.56925	1978.1365625	2030.9143125	2143.321	1626.2465	1622.261125	1859.1211875	1766.2399375	2019.7389375	2068.3038125	1892.5151875	1696.2176875	1885.4665625
"ILMN_2810963"	1573.1156875	1697.6658125	1392.60309375	1481.083375	1547.3015	1779.6200625	1829.31775	1656.841875	1547.3015	1709.08325	1823.57875	1437.944275	1728.480625	1709.08325	1571.3953125	1711.8413125
"ILMN_2750258"	275.1845625	270.3056375	256.63408125	243.08730625	313.59493125	269.5134	255.46186875	213.95326875	250.5628875	277.37116875	244.36956875	230.75024375	270.02800625	274.32005625	306.344175	217.5666375
"ILMN_2640927"	340.15638125	387.69995	412.7310125	352.84305	352.3492	366.49619375	396.7056625	475.05268125	384.6267125	390.7376625	350.3469625	409.6721	384.6267125	363.40731875	430.10854375	461.87206875
"ILMN_2885016"	236.9908375	239.63683125	248.757825	240.73595625	250.2182125	274.61555	234.207375	221.53599375	228.58955	324.2838125	221.2629	205.56551875	230.75024375	196.14116875	231.4667875	252.52429375
"ILMN_2681212"	248.23236875	216.396825	234.207375	213.95326875	298.77138125	213.62794375	222.7305625	205.29426875	165.76096875	243.08730625	183.3081	251.04778125	236.0931375	251.04778125	255.05139375	222.038525
"ILMN_2633511"	214.4639625	191.9310375	169.89706875	208.23328125	187.4551375	195.033675	177.55439375	204.43015625	230.1704375	200.77796875	214.7207125	197.5331875	213.46915625	234.207375	204.1915875	169.09025625
"ILMN_1214498"	735.11091875	748.2210125	771.1272	799.51641875	665.067375	817.801725	791.9050375	751.81828125	842.65825625	667.36076875	821.10241875	846.8575875	738.97268125	833.0252375	700.27863125	623.40634375
"ILMN_3135801"	167.971225	184.0199125	195.266375	193.32550625	167.971225	149.0888875	197.5331875	184.6517875	196.96364375	197.32255625	192.93326875	150.670525	164.90071875	200.00329375	205.29426875	221.53599375
"ILMN_3049851"	114.131794375	134.67113125	115.29625	224.97621875	91.110686875	115.48899875	117.97872625	205.11699375	211.68346875	123.0344625	282.76045	171.0682625	139.0266875	263.28693125	264.0501	102.486575
"ILMN_3157692"	139.63044375	123.57643125	131.05354375	121.187354375	136.962925	132.74248125	122.27109875	112.37176625	141.3418625	124.47565625	115.48899875	115.48899875	123.98743125	116.654170625	113.61221375	125.07099375
"ILMN_2665131"	889.63791875	858.82005	870.14820625	868.1907875	831.2049875	896.0754375	854.5002125	898.05045625	1002.75813125	963.4339125	876.64373125	1053.188925	894.9807375	909.752725	808.81674375	894.9807375
"ILMN_1250828"	121.82444375	114.759903125	122.836299375	135.65203125	95.85459125	106.437320625	121.4106625	131.84651875	150.25769375	112.661195	138.8572	115.1882625	107.942454375	132.31094375	127.02911875	100.838221875
"ILMN_2530460"	123.2052625	129.146175	120.60014375	122.422821875	84.22203125	123.98743125	108.730579375	138.12269375	119.846920625	132.1243	121.670591875	110.121068125	97.11638375	125.11959375	115.663273125	122.612728125
"ILMN_2668778"	120.723591875	131.67475625	124.71610625	116.054898125	140.3779	140.03540625	120.09757125	118.153490625	110.9609225	129.59349375	120.60014375	119.132248125	125.88165	125.73503125	131.9933	130.420125
"ILMN_3135931"	37350.601875	35179.78	32378.909375	37350.601875	35862.978125	34423.015	33564.89	41374.831875	41374.831875	41374.831875	41374.831875	32378.909375	37350.601875	35862.978125	41374.831875	35179.78
"ILMN_2850077"	602.34839375	517.3972	522.01415	650.56551875	729.5483625	589.28789375	385.33529375	501.43746875	823.196525	510.601125	468.37495	541.29603125	527.47725625	587.9336625	557.11449375	466.60140625
"ILMN_1241390"	231.9538	214.7207125	231.08860625	204.43015625	276.59641875	176.72011875	246.05788125	208.957225	205.29426875	227.5760875	181.69739375	216.396825	207.258375	202.916875	205.56551875	247.90790625
"ILMN_2602352"	185.80355625	168.36945625	144.67599375	142.92784375	139.47990625	171.49541875	157.5716375	148.5499875	215.7196125	143.7144625	157.35806875	146.78883125	184.80265625	161.2029875	168.21001875	197.17526875
"ILMN_1256699"	166.07261875	161.2029875	149.73395625	139.0266875	109.24782625	154.49708125	152.4992625	164.5973875	148.5499875	130.9598875	188.76459375	150.13300625	158.34716875	164.90071875	133.551975	152.85319375
"ILMN_3118569"	839.8037625	747.1035	806.4187375	1032.944725	654.0427875	713.32231875	824.91725625	856.25975625	987.18319375	774.00280625	1064.555825	571.96556875	814.05561875	1094.3314625	1085.07718125	761.1760375
"ILMN_2615587"	158.5095	161.38310625	195.8833125	228.32488125	159.2275875	165.53254375	175.2189875	241.1125	205.11699375	171.49541875	240.3386375	190.4407625	163.0377875	245.69191875	229.15575	162.68918125
"ILMN_2732482"	1823.57875	1347.68454375	1506.108	1772.6928125	1356.46480625	1592.4756875	1437.944275	1776.656625	1500.3675	1735.9781875	1717.317	1496.196	1692.5105625	1881.0499375	1547.3015	1538.1780625
"ILMN_2832658"	200.00329375	225.50045	239.3341875	239.87390625	318.109875	235.60181875	220.58029375	208.6596125	189.44370625	222.7305625	200.6183125	195.266375	205.11699375	203.48208125	200.6183125	202.0656125
"ILMN_3024068"	113.669435	123.98743125	138.44350625	125.88165	110.334816875	110.791046875	142.92784375	122.836299375	127.57963125	125.22706875	170.3074625	114.687220625	149.3810625	164.75054375	142.47735	125.9476125
"ILMN_1218380"	3416.7745	3873.5465625	3474.347375	3873.5465625	4166.1419375	3914.8439375	3899.053	4071.258	3833.7701875	3735.0006875	4018.864125	3873.5465625	3932.7009375	3674.0265	4166.1419375	4246.4726875
"ILMN_2621847"	745.98614375	800.7296625	733.38693125	743.5245875	824.91725625	854.5002125	779.4332	775.8581	834.43074375	824.91725625	791.9050375	821.10241875	852.69630625	713.32231875	735.11091875	814.05561875
"ILMN_2645439"	509.06599375	482.4243375	493.2716375	446.16639375	522.01415	451.83651875	473.91536875	438.8646875	469.59958125	441.97120625	484.38000625	503.27005	476.6070375	459.759975	478.53583125	447.8066
"ILMN_2981821"	1841.314625	1864.2593125	1634.0565	1793.8011875	1841.314625	1759.7298125	1819.44875	1700.737	1877.081	1679.56925	1996.4461875	1885.4665625	1634.0565	1806.7194375	1754.4011875	1696.2176875
"ILMN_2637624"	457.70229375	410.59405625	530.36348125	457.70229375	421.673425	523.21825	422.91811875	509.06599375	449.88478125	429.134025	502.6989625	476.6070375	445.57879375	473.91536875	434.41009375	475.6449375
"ILMN_2976120"	4546.2218125	4770.8651875	4682.4035	4149.670375	4385.0890625	3848.9255	4619.051375	4660.97675	4329.56275	4815.6868125	4749.31925	5006.6220625	4367.8756875	4546.2218125	4385.0890625	4802.5539375
"ILMN_2727847"	111.480181875	105.78149	86.61155	101.353995	98.173578125	100.41428125	121.187354375	117.247920625	93.26094875	105.274474375	140.15368125	99.2388625	111.646889375	128.828875	119.410975625	105.78149
"ILMN_2718330"	7842.12425	9634.4703125	8377.705125	10520.1920625	8926.6276875	7446.1363125	7446.1363125	9919.991875	10108.232125	9919.991875	8440.2223125	8636.665	10741.634875	8859.771375	10999.021375	7948.312
"ILMN_2702243"	147.8378375	122.612728125	145.88434375	126.25823125	146.78883125	136.962925	138.21653125	141.8085875	117.01721	185.80355625	130.32516875	133.88411875	142.2047875	141.64474375	138.8572	127.57963125
"ILMN_2615431"	840.94576875	735.11091875	940.9521375	737.69863125	775.8581	831.2049875	834.43074375	779.4332	694.080375	922.7132625	650.56551875	919.514075	749.0249625	598.945925	765.90859375	972.0028375
"ILMN_1221851"	367.712875	398.5803	417.05239375	407.8695125	329.042275	461.87206875	410.174975	399.171825	464.7009125	404.3538625	351.88310625	509.88794375	404.830175	356.17580625	428.55265	524.34796875
"ILMN_2735996"	5577.334	5660.540875	6494.9383125	5660.540875	7687.282375	6195.0173125	5904.2951875	5283.3056875	5362.6580625	6416.5500625	5388.43575	5780.5316875	7030.3163125	4963.7245625	5111.885375	6968.1931875
"ILMN_2918317"	160.59493125	170.5135875	195.5602375	164.38221875	219.19603125	167.85546875	184.0199125	194.7649125	179.47543125	190.9382	177.55439375	187.4551375	184.21155625	148.13456875	120.052515625	154.2278375
"ILMN_2962083"	138.21653125	142.47735	117.247920625	132.44541875	111.0521875	117.97872625	113.245743125	131.9933	136.8528875	136.13443125	113.245743125	123.65413125	137.75416875	145.706775	114.519616875	153.426675
"ILMN_2826916"	447.8066	385.33529375	475.6449375	384.6267125	509.06599375	443.22130625	379.96375	377.50275	358.67744375	525.39425	427.86334375	445.02795625	392.2837375	285.96590625	391.5127125	420.975475
"ILMN_2599341"	142.92784375	149.73395625	134.168025	168.95135625	146.66653125	168.95135625	164.90071875	218.76556875	152.85319375	167.7258875	123.0344625	165.53254375	166.19759375	129.51526875	193.1217125	204.9496625
